Physican Demographics,,,,,,Current Treatment ,,,,,,,,,,,,,,,,,,Physician perceptions of product attributes for treatment of episodic migraine,,,,,,,,,,,,Physician perception of products currently available in the market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physician initial reactions to RELIEVE product information,,,,,,,,,,,,,Estimated future use of RELEIVE and existing treatments,,,,,,,,,Physician attitudes for treatment of migraine,,,,,,,,,
67,General Physician,23,"Office-based, group practice",200,20,90%,10%,25%,20%,55%,0%,10%,15%,75%,0%,99%,75%,25%,25%,5%,29%,29%,0%,7,7,6,7,7,4,6,3,3,6,4,6,5,6,5,5,5,5,4,5,3,4,6,7,4,2,2,7,4,7,6,5,5,7,4,7,7,3,6,7,7,6,3,5,7,4,2,3,3,3,7,7,6,6,4,4,6,4,4,5,2,4,6,7,5,5,7,6,6,,,5,7,6,,,,5,90%,90%,60%,10%,10%,0%,10%,0%,0%,6,4,7,6,7,4,4,5,6,7
72,General Physician,23,"Office-based, group practice",220,48,70%,30%,10%,20%,70%,0%,0%,70%,30%,0%,60%,75%,10%,10%,15%,0%,0%,0%,6,7,6,6,6,7,7,6,5,6,7,6,3,5,3,4,,4,3,4,5,4,5,6,4,6,5,7,5,6,5,6,6,5,4,4,5,5,3,6,4,4,4,4,5,4,2,6,4,6,2,7,4,,,,,,,,,,,,,4,5,5,5,,,6,7,6,,,,5,30%,60%,75%,10%,10%,15%,0%,0%,0%,7,4,6,6,5,5,4,6,5,7
75,General Physician,11,"Office-based, solo practice ",400,50,80%,20%,60%,2%,20%,18%,5%,30%,60%,5%,80%,60%,20%,2%,0%,5%,5%,5%,6,6,5,6,6,6,4,2,3,4,5,6,4,4,4,,3,4,3,4,4,3,6,7,3,7,2,4,3,5,4,4,5,4,3,5,5,3,7,6,4,,,,,,,,,,,,,4,4,4,4,3,3,4,2,4,3,4,4,5,5,5,5,,,4,5,5,,,,5,20%,70%,50%,10%,2%,0%,5%,5%,5%,6,1,2,5,5,4,3,4,5,3
79,Neurologist,20,"Office-based, solo practice ",350,90,65%,35%,20%,0%,80%,0%,0%,0%,100%,0%,25%,85%,5%,5%,0%,5%,10%,0%,7,7,5,6,5,6,4,3,6,5,4,6,4,6,5,,2,3,4,3,4,3,5,5,4,6,2,7,4,6,6,6,5,6,5,6,3,4,5,7,5,,,,,,,,,,,,,5,5,5,5,3,4,5,2,6,2,6,5,7,6,6,5,,,6,6,6,,,,6,80%,15%,50%,0%,0%,0%,0%,5%,0%,6,2,5,4,4,6,5,6,4,5
80,Neurologist,15,Community Hospital,600,350,55%,45%,35%,25%,35%,5%,25%,35%,35%,5%,25%,15%,25%,15%,5%,15%,0%,0%,6,6,5,6,5,6,6,7,6,5,7,5,6,6,7,5,6,7,6,7,5,6,6,6,6,5,5,7,6,6,7,6,6,6,5,7,6,6,5,4,5,7,5,7,5,6,6,6,7,5,5,7,6,6,6,6,6,7,6,4,7,5,6,7,5,6,6,6,7,,,7,6,6,,,,7,55%,20%,5%,5%,10%,0%,5%,0%,0%,7,6,6,5,6,6,7,5,5,5
81,General Physician,25,"Office-based, solo practice ",250,150,50%,50%,50%,20%,30%,0%,30%,40%,30%,0%,50%,30%,5%,5%,1%,9%,0%,0%,6,7,7,7,7,6,6,7,6,6,7,6,2,7,2,4,4,3,3,3,3,3,6,7,3,7,4,3,4,7,7,7,7,7,5,6,7,3,6,7,6,5,3,4,5,5,2,3,4,1,1,4,4,5,4,6,6,5,4,4,6,2,4,6,4,5,5,5,5,,,3,5,5,,,,5,40%,20%,30%,5%,5%,0%,0%,0%,0%,4,4,4,4,4,6,5,6,1,5
89,General Physician,12,"Office-based, group practice",250,200,25%,75%,50%,25%,25%,0%,0%,25%,75%,0%,20%,65%,5%,5%,0%,5%,0%,0%,7,7,5,7,7,7,5,1,1,5,5,7,4,6,3,,2,5,4,3,5,4,4,7,5,5,1,7,4,5,6,6,5,6,5,6,3,3,5,6,5,,,,,,,,,,,,,5,6,4,5,2,2,7,4,5,1,6,4,6,6,6,6,,,2,5,5,,,,6,65%,15%,50%,5%,0%,0%,0%,0%,0%,4,6,4,5,5,7,4,6,5,5
100,General Physician,5,"Office-based, group practice",320,40,60%,40%,60%,10%,5%,25%,20%,60%,20%,0%,30%,40%,20%,0%,10%,10%,20%,0%,6,7,5,5,5,7,6,5,6,7,7,5,4,5,,2,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,,,5,5,4,,,,5,30%,25%,30%,15%,0%,10%,10%,20%,0%,5,4,5,5,6,5,4,5,5,5
101,General Physician,18,"Office-based, solo practice ",500,50,60%,40%,80%,10%,10%,0%,20%,70%,10%,0%,10%,20%,10%,20%,5%,15%,20%,0%,6,6,5,7,5,5,7,3,4,4,3,6,5,5,5,2,5,5,4,4,4,5,2,6,2,4,2,4,4,4,6,4,6,5,5,5,4,4,4,2,5,5,5,4,6,4,4,4,2,4,5,2,5,5,4,5,6,5,5,5,5,6,5,6,6,6,5,4,5,,,5,5,5,,,,6,10%,10%,20%,10%,20%,5%,15%,10%,0%,6,4,2,5,6,5,3,5,4,3
102,General Physician,18,"Office-based, group practice",350,25,60%,40%,70%,0%,30%,0%,0%,0%,100%,0%,30%,90%,0%,1%,0%,1%,0%,0%,7,7,5,6,5,5,6,4,7,5,7,4,3,5,3,,1,3,3,3,3,3,3,7,4,3,4,7,3,4,4,5,4,4,5,6,3,3,4,6,4,,,,,,,,,,,,,1,1,1,1,1,1,4,1,1,1,3,1,7,3,3,3,,,6,7,4,,,,3,70%,30%,90%,0%,1%,0%,1%,0%,0%,7,1,1,6,6,7,4,2,6,7
104,Neurologist,28,"Office-based, solo practice ",150,50,75%,25%,10%,30%,60%,0%,5%,70%,25%,0%,5%,50%,5%,5%,5%,10%,5%,15%,6,6,6,6,6,5,6,5,6,5,4,5,3,6,4,2,4,4,4,4,5,4,5,7,4,4,6,6,5,6,5,6,6,5,5,6,6,5,6,6,6,4,4,4,6,4,5,6,5,5,1,5,4,4,4,4,5,4,5,6,4,4,1,5,4,6,6,6,6,,,5,7,6,,,,6,25%,5%,25%,5%,5%,5%,10%,5%,15%,7,2,3,6,6,6,4,6,6,7
105,Neurologist,20,Academic or teaching Hospital,250,70,60%,40%,10%,0%,85%,5%,0%,10%,85%,5%,10%,80%,5%,10%,0%,5%,0%,0%,6,6,6,6,7,7,6,5,6,6,5,7,5,6,6,,4,5,4,5,5,5,5,4,5,6,3,7,4,5,5,6,6,6,4,6,6,5,5,7,3,,,,,,,,,,,,,5,4,5,5,4,5,5,4,4,6,6,4,7,7,6,6,,,7,7,7,,,,6,40%,5%,50%,5%,5%,0%,5%,0%,0%,5,6,6,5,5,7,5,5,6,7
107,Neurologist,29,"Office-based, group practice",500,90,70%,30%,80%,5%,15%,0%,20%,45%,35%,0%,15%,55%,10%,10%,5%,5%,0%,0%,7,6,6,6,6,6,5,4,4,5,5,7,3,6,5,4,4,3,4,2,4,4,5,5,4,4,6,7,3,5,5,5,4,5,3,5,4,3,4,6,4,5,5,5,5,5,2,2,4,3,1,6,6,4,5,5,5,5,6,4,4,4,3,4,5,5,4,4,4,,,5,4,4,,,,4,5%,15%,55%,10%,10%,5%,5%,0%,0%,4,2,5,5,3,5,3,4,3,5
111,General Physician,24,"Office-based, group practice",700,70,65%,35%,100%,0%,0%,0%,15%,0%,85%,0%,5%,90%,5%,5%,0%,5%,5%,0%,7,7,6,6,7,6,6,4,6,6,7,7,5,6,5,,4,4,5,6,6,6,5,7,7,7,3,7,4,6,6,5,7,5,4,6,7,3,6,7,5,,,,,,,,,,,,,5,4,4,6,4,5,7,6,7,1,7,4,3,5,4,4,,,6,6,7,,,,5,5%,5%,85%,5%,5%,0%,5%,5%,0%,7,1,2,5,5,5,5,6,5,6
120,Neurologist,16,"Office-based, solo practice ",150,50,90%,10%,20%,0%,80%,0%,0%,0%,100%,0%,60%,50%,5%,0%,0%,15%,10%,0%,7,7,7,7,7,7,4,5,7,7,7,6,5,5,,,4,4,4,3,4,4,3,1,5,3,4,7,5,6,5,6,5,4,5,7,5,5,5,7,4,,,,,,,,,,,,,4,4,4,4,4,3,1,4,4,1,7,4,5,4,4,6,,,6,1,5,,,,5,20%,40%,40%,5%,0%,0%,10%,0%,0%,7,1,4,5,4,7,4,7,4,7
121,Neurologist,17,Community Hospital,400,50,70%,30%,20%,40%,30%,10%,20%,40%,30%,10%,40%,20%,10%,20%,5%,20%,25%,0%,6,6,6,6,7,6,4,4,5,4,5,7,4,5,5,2,5,4,4,4,5,3,5,5,5,4,4,7,4,6,4,5,6,5,6,5,6,5,5,7,5,3,2,3,4,3,4,4,4,3,4,5,3,4,4,4,5,4,5,5,5,4,4,6,5,5,5,4,6,,,5,4,5,,,,5,10%,30%,20%,10%,20%,5%,20%,25%,0%,6,5,6,6,6,6,5,5,6,5
122,Neurologist,5,Academic or teaching Hospital,210,180,60%,40%,30%,30%,30%,10%,30%,30%,30%,10%,30%,20%,20%,5%,5%,5%,15%,0%,5,5,4,4,5,5,6,5,5,5,6,4,5,5,4,4,3,5,4,6,5,6,5,5,6,4,5,5,4,4,3,4,3,4,4,4,4,3,4,4,4,5,4,5,3,5,4,5,4,3,5,4,4,3,3,3,3,4,3,3,3,4,3,4,3,4,4,4,5,,,4,4,4,,,,5,20%,25%,20%,15%,5%,5%,5%,5%,0%,4,5,4,4,4,5,4,5,5,4
124,General Physician,13,"Office-based, group practice",400,30,75%,25%,50%,0%,45%,5%,5%,45%,50%,0%,10%,90%,0%,0%,0%,0%,0%,0%,7,6,7,7,6,7,6,4,6,4,6,6,4,5,,,,4,3,2,4,4,5,3,4,5,6,6,3,5,5,6,6,6,3,6,6,3,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,,,6,5,6,,,,5,40%,10%,50%,0%,0%,0%,0%,0%,0%,6,3,2,5,5,5,3,6,5,6
138,General Physician,12,"Office-based, group practice",300,100,20%,80%,20%,20%,50%,10%,20%,20%,50%,10%,50%,20%,10%,10%,0%,0%,10%,0%,7,7,7,7,7,6,7,6,7,7,5,7,4,5,4,,,4,5,6,6,6,5,5,6,4,2,5,6,5,5,4,4,4,5,3,4,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,7,5,6,5,,,6,6,5,,,,6,100%,0%,0%,0%,0%,0%,0%,0%,0%,6,6,7,4,4,7,6,7,6,7
140,Neurologist,28,"Office-based, solo practice ",160,50,50%,50%,5%,5%,90%,0%,0%,0%,100%,0%,15%,70%,15%,10%,1%,0%,0%,0%,7,7,5,6,6,4,5,2,5,3,4,6,5,7,4,3,,4,3,3,4,4,5,4,3,6,4,7,4,7,5,4,6,5,3,6,4,5,4,7,6,3,3,2,5,3,2,4,4,2,2,5,3,,,,,,,,,,,,,6,6,6,6,,,6,6,6,,,,6,80%,15%,60%,15%,10%,1%,0%,0%,0%,1,2,6,5,4,5,5,7,5,7
149,General Physician,12,"Office-based, group practice",200,25,40%,60%,20%,10%,40%,30%,20%,10%,30%,40%,20%,30%,30%,30%,20%,20%,20%,0%,7,7,7,6,7,7,7,6,7,6,7,6,6,6,5,5,5,5,6,5,5,5,5,5,6,4,6,4,5,5,6,6,5,5,6,5,5,5,5,6,5,6,6,6,6,6,6,6,6,5,6,5,6,6,5,5,5,5,5,6,6,6,6,5,5,5,6,7,6,,,7,7,7,,,,6,50%,10%,10%,10%,5%,5%,5%,5%,0%,6,6,6,6,6,6,6,6,6,6
156,Neurologist,33,"Office-based, solo practice ",600,60,75%,25%,60%,20%,10%,10%,20%,70%,10%,0%,35%,20%,5%,10%,5%,15%,10%,10%,6,6,7,5,6,6,4,4,6,7,7,6,4,6,3,2,2,6,6,6,5,6,6,5,2,6,7,7,6,6,6,6,6,6,6,3,2,6,6,6,6,4,4,2,6,4,1,3,4,3,2,5,3,4,2,4,3,5,3,4,4,3,3,4,2,6,5,5,5,,,7,5,7,,,,4,0%,10%,10%,10%,40%,100%,80%,20%,50%,7,1,5,5,5,4,3,5,5,5
158,General Physician,7,Community Hospital,100,40,30%,70%,60%,10%,30%,0%,40%,40%,20%,0%,40%,25%,10%,20%,0%,5%,0%,0%,7,6,7,6,5,7,4,4,5,7,6,5,7,7,6,,6,7,7,7,6,7,7,5,6,4,7,7,7,7,7,6,7,6,7,6,6,3,7,6,6,,,,,,,,,,,,,6,7,6,7,6,7,5,5,5,7,6,5,5,6,6,7,,,6,6,6,,,,6,30%,30%,30%,5%,5%,0%,0%,0%,0%,7,6,7,5,6,6,4,6,3,4
165,General Physician,24,"Office-based, group practice",450,30,78%,22%,55%,20%,20%,5%,30%,25%,45%,0%,5%,35%,15%,20%,5%,15%,5%,0%,7,7,6,7,7,6,5,5,6,5,5,6,5,6,6,4,6,5,4,4,5,3,7,7,4,7,5,7,3,6,7,6,7,6,6,6,6,5,5,7,6,5,5,4,7,1,2,6,3,2,1,7,5,6,4,5,4,5,5,5,5,5,5,6,5,7,7,7,7,,,6,6,7,,,,7,50%,2%,15%,8%,10%,3%,8%,4%,0%,7,1,7,6,5,6,2,6,5,6
166,General Physician,8,"Office-based, group practice",300,300,15%,85%,5%,0%,80%,15%,0%,0%,100%,0%,5%,80%,5%,10%,0%,0%,0%,0%,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,,,5,5,5,5,5,5,5,5,5,3,6,5,5,5,5,5,5,4,5,5,5,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,,,6,5,5,,,,5,50%,0%,50%,0%,0%,0%,0%,0%,0%,5,1,4,4,6,6,3,5,3,7
169,General Physician,19,"Office-based, group practice",800,75,70%,30%,30%,30%,20%,20%,30%,40%,10%,20%,30%,30%,10%,20%,5%,5%,0%,0%,7,6,7,6,6,6,7,7,7,7,7,6,5,6,6,6,6,5,6,6,6,5,7,6,6,5,6,6,6,7,7,7,7,6,7,7,6,6,6,6,6,6,6,6,7,5,7,7,6,7,6,6,7,6,5,7,5,5,5,6,6,6,6,6,6,7,7,7,7,,,7,7,7,,,,7,40%,20%,20%,10%,5%,5%,0%,0%,0%,3,6,6,5,7,6,6,6,6,6
170,Neurologist,6,"Office-based, group practice",200,150,75%,25%,5%,5%,90%,0%,5%,5%,90%,0%,5%,95%,0%,0%,0%,0%,0%,0%,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,7,7,7,,,,7,0%,5%,95%,0%,0%,0%,0%,0%,0%,4,4,4,4,4,4,4,4,4,4
173,General Physician,23,"Office-based, group practice",246,122,12%,88%,0%,0%,100%,0%,0%,0%,100%,0%,5%,5%,15%,25%,30%,20%,0%,0%,6,7,6,6,7,6,7,6,6,6,5,6,6,5,6,7,7,6,7,7,6,6,5,6,6,6,5,6,7,7,6,7,5,7,6,6,6,7,6,7,7,7,6,7,7,6,6,6,7,6,7,6,6,7,7,5,6,7,5,6,6,6,6,6,6,7,7,4,6,,,3,4,7,,,,5,99%,0%,0%,0%,1%,0%,0%,0%,0%,7,6,6,6,5,6,6,7,5,7
176,General Physician,10,"Office-based, group practice",200,20,90%,10%,75%,5%,15%,5%,0%,40%,50%,10%,20%,60%,5%,5%,0%,0%,10%,0%,6,4,5,6,5,6,5,4,4,5,5,6,4,5,3,,,4,4,4,3,3,6,6,5,4,3,7,3,5,4,5,6,3,4,5,5,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,,,6,6,6,,,,4,20%,20%,50%,5%,5%,0%,0%,10%,0%,6,1,2,4,5,3,1,5,3,5
178,Neurologist,21,"Office-based, group practice",500,150,40%,60%,50%,0%,50%,0%,20%,30%,50%,0%,25%,30%,35%,20%,10%,20%,0%,0%,6,5,5,5,5,5,6,5,6,5,5,6,4,5,4,5,4,6,6,5,5,5,5,6,5,6,5,6,5,6,5,5,6,5,5,5,5,4,6,6,5,6,5,6,5,6,3,6,5,4,6,5,6,6,5,6,5,5,2,4,6,5,6,5,5,3,4,5,4,,,5,4,6,,,,4,25%,25%,25%,20%,20%,10%,10%,0%,0%,5,5,6,5,6,6,6,5,6,5
181,General Physician,5,"Office-based, group practice",500,150,75%,25%,50%,25%,25%,0%,25%,25%,50%,0%,50%,30%,0%,0%,0%,20%,0%,0%,7,7,6,6,6,6,4,4,6,7,6,7,4,6,,,6,4,3,1,5,3,3,5,6,6,4,6,5,6,5,5,6,5,4,5,5,2,4,4,6,,,,,,,,,,,,,6,6,6,6,2,5,4,5,5,3,3,3,7,6,6,6,,,6,6,6,,,,6,50%,30%,20%,0%,0%,0%,0%,0%,0%,6,7,6,5,6,6,7,5,6,6
187,General Physician,29,"Office-based, solo practice ",350,50,70%,30%,60%,20%,20%,0%,25%,35%,40%,0%,50%,20%,0%,0%,0%,30%,0%,0%,6,7,6,6,6,5,4,1,3,4,5,6,3,5,,,3,6,6,6,6,6,3,4,3,3,4,6,6,6,6,6,6,6,6,6,4,6,6,6,5,,,,,,,,,,,,,4,5,4,4,5,4,4,3,3,4,6,4,6,6,7,6,,,5,6,4,,,,6,40%,20%,40%,0%,0%,0%,0%,0%,0%,6,1,5,3,6,5,2,3,5,6
192,General Physician,20,"Office-based, group practice",600,75,65%,35%,45%,10%,45%,0%,10%,10%,80%,0%,50%,75%,25%,5%,2%,2%,0%,0%,7,7,7,6,7,7,7,4,5,5,4,7,3,5,4,1,2,4,4,4,3,4,5,4,4,3,4,7,4,6,4,4,5,4,4,6,6,5,2,7,4,1,1,1,2,1,1,1,1,4,1,4,1,4,4,3,4,3,3,2,2,4,2,4,2,7,6,6,6,,,5,5,7,,,,6,50%,50%,50%,10%,0%,0%,0%,0%,0%,6,1,7,6,4,4,1,3,7,7
201,Neurologist,8,"Office-based, group practice",400,300,60%,40%,50%,0%,50%,0%,25%,0%,75%,0%,40%,40%,10%,0%,0%,0%,10%,0%,7,6,6,5,7,5,5,5,6,6,7,7,6,6,,,,6,4,6,6,7,3,4,5,5,5,7,7,5,4,6,5,5,2,7,5,2,4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,,,6,7,6,,,,6,75%,15%,10%,0%,0%,0%,0%,0%,0%,7,4,5,6,7,7,5,7,5,6
203,General Physician,20,"Office-based, group practice",425,60,95%,5%,50%,10%,30%,10%,0%,0%,100%,0%,20%,60%,0%,0%,10%,10%,0%,0%,6,6,4,6,6,5,3,4,4,6,6,7,5,7,,6,6,4,5,4,5,4,5,7,4,4,6,7,5,6,5,6,6,6,4,7,5,4,6,7,6,6,5,6,5,5,2,6,1,5,3,7,5,4,5,4,6,4,3,7,1,4,1,7,5,5,5,5,5,,,4,7,6,,,,5,5%,20%,55%,0%,0%,10%,10%,0%,0%,7,1,5,3,7,5,5,5,4,7
205,General Physician,10,"Office-based, group practice",500,50,80%,20%,50%,0%,40%,10%,0%,0%,100%,0%,70%,40%,40%,0%,0%,0%,20%,0%,6,7,7,7,7,6,6,7,5,6,7,5,5,6,,,,4,5,3,5,3,5,7,4,5,1,7,4,5,6,5,7,5,6,7,7,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,,,6,7,7,,,,4,20%,70%,40%,40%,0%,0%,0%,10%,0%,1,1,1,3,6,7,3,3,6,4
212,General Physician,6,"Office-based, group practice",250,225,30%,70%,60%,0%,30%,10%,0%,0%,100%,0%,40%,70%,20%,10%,0%,5%,0%,0%,6,6,6,6,6,6,3,2,4,5,3,4,4,5,5,,1,4,3,4,3,4,5,4,6,5,5,5,2,4,4,4,4,5,4,6,5,3,6,6,2,,,,,,,,,,,,,4,3,4,4,4,3,2,5,3,1,6,2,6,5,5,6,,,6,4,7,,,,4,70%,40%,60%,10%,10%,0%,5%,0%,0%,7,6,5,5,7,7,4,5,4,7
213,General Physician,11,"Office-based, group practice",200,20,90%,10%,25%,50%,25%,0%,25%,25%,50%,0%,100%,50%,20%,25%,0%,25%,0%,0%,7,6,7,7,6,6,7,6,5,6,7,6,4,5,4,,4,4,3,4,4,3,4,2,4,3,4,6,3,6,6,6,5,5,4,6,5,3,5,5,5,,,,,,,,,,,,,4,3,4,3,4,4,3,4,2,2,4,4,3,6,6,5,,,5,5,4,,,,5,80%,100%,20%,20%,0%,0%,0%,0%,0%,5,2,2,5,7,5,4,5,5,6
214,General Physician,18,Specialty clinic,400,400,50%,50%,25%,25%,50%,0%,0%,50%,50%,0%,25%,70%,0%,5%,0%,0%,0%,0%,7,7,7,7,7,7,7,7,7,7,7,7,4,6,5,,,5,4,5,4,5,4,5,4,5,4,4,5,6,5,6,5,6,5,6,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,4,4,4,,,,4,15%,20%,65%,0%,0%,0%,0%,0%,0%,5,4,4,5,4,5,4,5,4,5
217,General Physician,5,"Office-based, group practice",225,30,35%,65%,0%,20%,80%,0%,0%,70%,30%,0%,15%,75%,10%,0%,0%,0%,0%,0%,7,6,6,7,7,6,7,6,4,7,6,6,7,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,,,7,7,7,,,,7,50%,20%,30%,0%,0%,0%,0%,0%,0%,7,7,7,7,7,7,7,7,7,7
218,Neurologist,16,"Office-based, group practice",400,80,50%,50%,50%,20%,30%,0%,30%,40%,30%,0%,60%,30%,20%,30%,2%,20%,10%,0%,7,7,7,6,7,6,6,6,6,5,5,7,6,6,6,5,5,6,4,6,6,5,6,5,6,6,5,5,6,6,5,5,6,6,6,5,6,5,6,6,5,5,4,5,5,6,6,5,4,2,5,7,5,4,6,5,5,4,4,4,5,6,5,5,5,5,5,5,5,,,5,6,5,,,,5,35%,50%,30%,15%,20%,2%,15%,10%,0%,5,5,6,6,6,6,5,6,6,5
223,General Physician,30,"Office-based, solo practice ",420,30,99%,1%,50%,0%,50%,0%,10%,0%,90%,0%,10%,90%,5%,1%,14%,10%,0%,0%,6,7,6,6,6,6,5,4,6,6,4,6,5,6,5,5,5,5,3,4,5,4,6,7,4,5,6,7,4,6,6,6,6,5,6,7,4,7,2,6,3,5,3,5,5,4,5,7,4,6,5,7,4,5,5,5,5,4,5,7,4,5,4,5,6,6,5,4,5,,,7,7,4,,,,4,20%,10%,80%,5%,1%,14%,10%,0%,0%,7,4,1,2,4,4,4,4,5,7
228,General Physician,9,"Office-based, group practice",200,20,70%,30%,5%,0%,0%,95%,10%,85%,0%,5%,15%,25%,0%,25%,0%,0%,0%,35%,7,6,5,6,5,6,1,2,4,3,6,7,3,5,5,,,4,6,6,5,5,4,2,3,3,4,6,6,6,6,6,6,5,4,4,3,3,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,,,4,5,4,,,,7,40%,15%,10%,0%,10%,0%,0%,0%,25%,6,1,4,4,6,3,3,6,5,6
229,General Physician,10,"Office-based, group practice",400,100,90%,10%,60%,10%,20%,10%,20%,30%,50%,0%,75%,70%,70%,20%,10%,20%,5%,0%,6,6,7,4,6,6,3,4,6,4,5,5,5,6,4,2,4,5,4,3,6,3,6,7,7,6,5,7,3,6,5,5,6,4,6,5,6,4,6,5,6,2,3,2,6,3,7,5,5,4,7,6,3,5,3,3,6,3,5,6,6,6,4,5,3,5,6,6,6,,,5,7,6,,,,5,50%,20%,50%,70%,10%,10%,10%,5%,0%,6,2,5,3,6,7,4,6,2,5
232,Neurologist,17,"Office-based, group practice",300,160,40%,60%,40%,0%,25%,35%,0%,5%,90%,5%,70%,60%,0%,15%,3%,3%,10%,0%,5,5,6,5,5,5,6,5,6,6,6,6,5,6,6,2,2,6,6,6,6,6,5,5,5,6,6,5,6,4,5,6,6,5,6,6,6,6,5,5,5,3,4,4,4,2,3,3,4,4,3,3,4,3,3,4,4,4,4,3,3,4,3,4,3,6,6,5,6,,,5,6,6,,,,6,50%,40%,40%,0%,10%,0%,0%,0%,0%,3,5,4,5,4,6,4,5,5,6
234,General Physician,5,"Office-based, group practice",340,25,50%,50%,25%,25%,25%,25%,25%,25%,25%,25%,30%,30%,30%,0%,5%,5%,0%,0%,7,7,7,7,7,2,1,1,1,7,7,7,7,7,,1,1,5,5,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,0%,33%,33%,33%,0%,0%,0%,1%,0%,4,4,4,4,4,4,4,4,4,4
235,General Physician,9,"Office-based, solo practice ",250,50,50%,50%,50%,50%,0%,0%,25%,10%,65%,0%,50%,50%,0%,20%,10%,15%,0%,0%,5,7,3,6,6,6,6,3,6,7,7,6,4,5,4,2,4,5,2,5,4,4,4,7,3,5,1,7,3,6,4,5,5,4,5,5,4,6,4,6,4,4,5,4,3,4,4,4,4,5,3,4,4,4,3,5,4,4,5,5,4,4,5,3,5,4,4,3,3,,,7,7,3,,,,3,25%,50%,50%,0%,20%,10%,15%,0%,0%,7,1,2,4,3,7,4,4,4,4
